s1,s2,gs,file,s1_n_words,s2_n_words,s1_n_verbs_tot,s2_n_verbs_tot,s1_n_verbs_pres,s2_n_verbs_pres,s1_n_verbs_past,s2_n_verbs_past,s1_n_nouns,s2_n_nouns,s1_n_adjectives,s2_n_adjectives,s1_n_adverbs,s2_n_adverbs,dif_n_words,dif_n_verbs_tot,dif_n_verbs_pres,dif_n_verbs_past,dif_n_nouns,dif_n_adjectives,dif_n_adverbs,jaccard_all_words,jaccard_verbs,jaccard_nouns,jaccard_adjectives,jaccard_adverbs,all_all_shared_synsets_count,all_all_shared_synsets_ratio,all_all_avg_synset_similarity,all_all_max_synset_similarity,all_verb_shared_synsets_count,all_verb_shared_synsets_ratio,all_verb_avg_synset_similarity,all_verb_max_synset_similarity,all_noun_shared_synsets_count,all_noun_shared_synsets_ratio,all_noun_avg_synset_similarity,all_noun_max_synset_similarity,all_adj_shared_synsets_count,all_adj_shared_synsets_ratio,all_adj_avg_synset_similarity,all_adj_max_synset_similarity,all_adv_shared_synsets_count,all_adv_shared_synsets_ratio,all_adv_avg_synset_similarity,all_adv_max_synset_similarity,best_all_shared_synsets_count,best_all_shared_synsets_ratio,best_all_avg_synset_similarity,best_all_max_synset_similarity,best_verb_shared_synsets_count,best_verb_shared_synsets_ratio,best_verb_avg_synset_similarity,best_verb_max_synset_similarity,best_noun_shared_synsets_count,best_noun_shared_synsets_ratio,best_noun_avg_synset_similarity,best_noun_max_synset_similarity,best_adj_shared_synsets_count,best_adj_shared_synsets_ratio,best_adj_avg_synset_similarity,best_adj_max_synset_similarity,best_adv_shared_synsets_count,best_adv_shared_synsets_ratio,best_adv_avg_synset_similarity,best_adv_max_synset_similarity,lemma_diversity,shared_lemmas_ratio,avg_lemma_similarity,max_lemma_similarity,lemma_jackard_similarity,shared_lemma_count,dice_coefficient,lemma_bigram_overlap,lemma_lcs_length,lemma_edit_distance,proportion_s1_in_s2,proportion_s2_in_s1,lemma_position_similarity
"The rapper's lawyer, Mark Gann, didn't return calls for comment.","The 27-year-old rapper's attorney in the civil matter, Mark Gann, did not return calls for comment.",4.5,MSRpar,15,20,2,2,0,0,1,1,6,7,0,2,1,1,-5,0,0,0,-1,-2,0,0.6,1.0,0.625,0.0,0.0,109,0.8934426229508197,0.2584982321198281,1.0,62,0.9841269841269841,0.23023042579827094,1.0,47,0.8867924528301887,0.3028234234052566,1.0,0,0.0,0.0,0.0,0,0.0,1.0,1.0,6,0.75,0.32278041343720243,1.0,0,0.0,1.0,1.0,6,0.8571428571428571,0.32278041343720243,1.0,0,0.0,1.0,1.0,0,0.0,1.0,1.0,12,0.5,0.2613346028971029,1.0,0.5,6,0.6666666666666666,0.23076923076923078,6,5,0.75,0.6,0.7833333333333333
"Sources say agents confiscated ""several"" documents he was carrying.",Agents confiscated several classified documents in his possession and interrogated him.,3.5,MSRpar,12,12,4,2,2,0,2,2,3,3,1,2,0,0,0,2,2,0,0,-1,0,0.19999999999999996,0.0,0.5,0.5,0.0,17,0.17708333333333334,0.2616328057045831,1.0,3,0.04918032786885246,0.23010022518622833,1.0,10,0.3448275862068966,0.2836241310048377,1.0,0,0.0,0.0,0.0,0,0.0,1.0,1.0,4,0.4,0.373464458247067,1.0,1,0.5,0.5833333333333334,1.0,2,0.2857142857142857,0.3211507936507937,1.0,0,0.0,1.0,1.0,0,0.0,1.0,1.0,10,0.4,0.34133479898786023,1.0,0.4,4,0.5714285714285714,0.2,4,5,0.5714285714285714,0.5714285714285714,0.7500000000000001
"Also weighing on the market was news that General Motors GM.N planned to issue $10 billion in debt, in part to plug a hole in its pension plan.","Also hurting was news General Motors GM.N was to issue $10 billion in debt, in part to plug a hole in its pension plan.",4.75,MSRpar,31,27,6,5,2,1,2,2,8,8,1,1,1,1,4,1,1,0,0,0,0,0.7,0.4285714285714286,0.7777777777777778,1.0,1.0,97,0.776,0.26932120755988326,1.0,25,0.6097560975609756,0.2740257801838684,1.0,59,0.855072463768116,0.2604586084861556,1.0,2,1.0,0.75,1.0,2,1.0,0.75,1.0,13,0.8125,0.31259921941309665,1.0,0,0.0,0.0,0.0,12,0.8571428571428571,0.30853175917293746,1.0,0,0.0,1.0,1.0,1,1.0,1.0,1.0,18,0.7777777777777778,0.19335738335738334,1.0,0.7777777777777778,14,0.875,0.5789473684210527,14,3,0.8235294117647058,0.9333333333333333,0.9075630252100841
"The helicopter burst into flames upon impact, according to the Mohave County Sheriff's Office.","The helicopter was owned by Las Vegas-based Sundance Helicopters Inc., according to the sheriff's office.",2.0,MSRpar,17,18,1,4,1,2,0,2,7,5,1,2,0,0,-1,-3,-1,-2,2,-1,0,0.375,0.25,0.33333333333333337,0.0,0.0,15,0.3125,0.2787393206172531,1.0,2,0.125,0.31627483627483627,1.0,13,0.41935483870967744,0.2750593681018038,1.0,0,0.0,1.0,1.0,0,0.0,1.0,1.0,4,0.3333333333333333,0.29217968688455964,1.0,0,0.0,0.0,0.0,4,0.36363636363636365,0.29217968688455964,1.0,0,0.0,1.0,1.0,0,0.0,1.0,1.0,15,0.26666666666666666,0.23383791208791208,1.0,0.2666666666666667,4,0.42105263157894735,0.058823529411764705,4,7,0.4,0.4444444444444444,0.95
"""I am advised that certain allegations of criminal conduct have been interposed against my counsel,"" said Silver.","""I am advised that certain allegations of criminal conduct have been interposed against my counsel, J. Michael Boxley,'' the Silver statement said. """,3.6,MSRpar,21,27,6,5,2,2,4,3,5,10,2,2,0,0,-6,1,0,1,-5,0,0,0.7037037037037037,0.8333333333333334,0.5,1.0,0.0,54,0.84375,0.3103398411633327,1.0,27,1.0,0.2778396317006823,1.0,13,0.5652173913043478,0.29258758120754247,1.0,4,1.0,0.625,1.0,0,0.0,1.0,1.0,9,0.75,0.3492522860812728,1.0,2,1.0,0.6,1.0,6,0.6666666666666666,0.31862749775546473,1.0,0,0.0,1.0,1.0,0,0.0,1.0,1.0,13,0.6923076923076923,0.31930121160890396,1.0,0.6923076923076923,9,0.8181818181818182,0.42857142857142855,8,5,1.0,0.6923076923076923,0.9401709401709402
"I think we made the right case and did the right thing.""","Mr Blair went on: ""I think we did the right thing in relation to Iraq.",2.769,MSRpar,14,18,3,4,1,1,2,2,2,4,3,2,0,0,-4,-1,0,0,-2,1,0,0.36363636363636365,0.4,0.19999999999999996,1.0,0.0,62,0.3463687150837989,0.30959684683317906,1.0,17,0.17346938775510204,0.31909841305961456,1.0,21,0.375,0.2531385219509034,1.0,5,0.8333333333333334,0.5833333333333334,1.0,10,1.0,0.55,1.0,3,0.3,0.3185570992904584,1.0,0,0.0,1.0,1.0,3,0.3,0.3185570992904584,1.0,0,0.0,1.0,1.0,0,0.0,1.0,1.0,10,0.3,0.2903935185185185,1.0,0.30000000000000004,3,0.46153846153846156,0.09090909090909091,3,6,0.6,0.375,0.7916666666666666
Russin did not comment; his lawyer did not attend the hearing and did not return phone messages.,"His lawyer, a cousin, Basil Russin, did not attend the hearing and did not return phone messages.",3.4,MSRpar,19,21,5,4,0,0,3,2,6,7,0,0,3,2,-2,1,0,1,-1,0,1,0.6842105263157895,1.0,0.625,0.0,1.0,49,0.8305084745762712,0.28085557112307136,1.0,30,0.9090909090909091,0.26520209868694716,1.0,19,0.7307692307692307,0.3114819302372274,1.0,0,0.0,1.0,1.0,0,0.0,1.0,1.0,6,0.6666666666666666,0.4112758937676985,1.0,2,1.0,0.6666666666666666,1.0,4,0.5714285714285714,0.3772237907145028,1.0,0,0.0,1.0,1.0,0,0.0,1.0,1.0,10,0.7,0.2982829284912618,1.0,0.7,7,0.8235294117647058,0.36363636363636365,6,4,0.875,0.7777777777777778,0.8412698412698413
"Licensing revenue slid 21 percent, however, to $107.6 million.","License sales, a key measure of demand, fell 21 percent to $107.6 million.",4.0,MSRpar,13,17,1,1,0,0,1,1,3,5,0,1,1,0,-4,0,0,0,-2,-1,1,0.4,0.0,0.1428571428571429,0.0,0.0,7,0.0603448275862069,0.24979716452402337,1.0,1,0.018518518518518517,0.25936679920813044,1.0,4,0.07407407407407407,0.24132908220032137,1.0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,3,0.23076923076923078,0.31199183227047,1.0,0,0.0,0.0,0.0,3,0.2727272727272727,0.31199183227047,1.0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,14,0.2857142857142857,0.16955492424242424,1.0,0.2857142857142857,4,0.4444444444444444,0.14285714285714285,4,7,0.5,0.4,0.75
"Hispanics, the fastest growing ethnic group in the US, have overtaken blacks to become the largest minority in the US, according to newly released government figures.","Hispanics have officially overtaken African Americans as the largest minority group in the US, according to a report released by the US Census Bureau.",3.5,MSRpar,30,26,6,4,3,2,2,2,6,7,3,2,1,1,4,2,1,0,-1,1,0,0.4516129032258065,0.6666666666666667,0.30000000000000004,0.25,0.0,56,0.3522012578616352,0.29180435605437594,1.0,17,0.3695652173913043,0.26970115591910465,1.0,27,0.40298507462686567,0.27355747720338924,1.0,2,0.2,0.5285714285714286,1.0,3,0.375,0.55,1.0,8,0.36363636363636365,0.3238433068734926,1.0,1,0.3333333333333333,0.5777777777777778,1.0,7,0.4117647058823529,0.31732969502738595,1.0,0,0.0,1.0,1.0,0,0.0,0.5,0.5,22,0.36363636363636365,0.2236388883447707,1.0,0.36363636363636365,8,0.5333333333333333,0.1111111111111111,4,12,0.5,0.5714285714285714,0.8235294117647058
"The Bishop of Armidale, Peter Brain, was forthright.","""He hasn't got much choice,"" said the Bishop of Armidale, Peter Brain.",2.0,MSRpar,11,18,2,3,0,1,2,2,4,5,0,1,0,1,-7,-1,-1,0,-1,-1,-1,0.42105263157894735,0.0,0.8,0.0,0.0,12,0.16,0.30893302210896695,1.0,2,0.04081632653061224,0.29666042574205836,1.0,10,0.625,0.30809080710096576,1.0,0,0.0,0.0,0.0,0,0.0,0.5,0.5,3,0.375,0.3717089734444502,1.0,0,0.0,1.0,1.0,3,0.42857142857142855,0.3717089734444502,1.0,0,0.0,1.0,1.0,0,0.0,1.0,1.0,10,0.4,0.24795494628827963,1.0,0.4,4,0.5714285714285714,0.3333333333333333,4,6,0.8,0.4444444444444444,0.4444444444444444
"When fully operational, the facility is expected to employ up to 1,000 people.","The plant would employ 1,000 people when fully built out, the company said.",4.0,MSRpar,15,15,3,3,1,0,1,2,2,3,1,0,2,1,0,0,1,-1,-1,1,1,0.4,0.19999999999999996,0.25,0.0,0.5,14,0.1917808219178082,0.30403527164282174,1.0,4,0.10526315789473684,0.2667568741511756,1.0,6,0.2222222222222222,0.3353472983248077,1.0,0,0.0,0.0,0.0,3,1.0,0.6666666666666666,1.0,4,0.36363636363636365,0.41014225238363167,1.0,0,0.0,0.0,0.0,3,0.375,0.3890759042544757,1.0,0,0.0,0.0,0.0,1,1.0,1.0,1.0,12,0.3333333333333333,0.22696866625438053,1.0,0.33333333333333337,4,0.5,0.16666666666666666,3,8,0.5714285714285714,0.4444444444444444,0.6944444444444444
Kollar-Kotelly has scheduled another antitrust settlement compliance hearing for January.,The judge scheduled another oversight hearing for late January.,2.8,MSRpar,11,10,2,2,1,1,1,1,4,3,1,1,1,0,1,0,0,0,1,0,1,0.23529411764705888,0.0,0.16666666666666663,0.0,0.0,11,0.22,0.3143178348902173,1.0,7,0.5833333333333334,0.3400132275132275,1.0,3,0.125,0.2809475643194276,1.0,0,0.0,0.5,0.5,0,0.0,0.0,0.0,3,0.2727272727272727,0.373414575620458,1.0,0,0.0,0.0,0.0,2,0.2857142857142857,0.33575603318250374,1.0,0,0.0,0.0,0.0,0,0.0,1.0,1.0,11,0.36363636363636365,0.3131684287934288,1.0,0.36363636363636365,4,0.5333333333333333,0.08333333333333333,4,5,0.5,0.5714285714285714,0.90625
The American Stock Exchange biotech index .BTK surged 5 percent.,The Philadelphia Stock Exchange's semiconductor index .SOXX jumped 6.10 percent.,1.4,MSRpar,11,12,2,1,0,0,2,1,5,7,1,0,0,0,-1,1,0,1,-2,1,0,0.3529411764705882,0.0,0.5,0.0,0.0,53,0.5698924731182796,0.2546861646809848,1.0,16,0.4444444444444444,0.2820725187084634,1.0,34,0.6666666666666666,0.2423537823467009,1.0,0,0.0,0.0,0.0,0,0.0,1.0,1.0,4,0.36363636363636365,0.2824026720938918,1.0,0,0.0,1.0,1.0,4,0.36363636363636365,0.2824026720938918,1.0,0,0.0,1.0,1.0,0,0.0,1.0,1.0,14,0.2857142857142857,0.19726713615602504,1.0,0.2857142857142857,4,0.4444444444444444,0.06666666666666667,4,5,0.4444444444444444,0.4444444444444444,1.0
"""Tomorrow at the Mission Inn, I have the opportunity to congratulate the governor-elect of the great state of California.","""I have the opportunity to congratulate the governor-elect of the great state of California, and I'm looking forward to it.""",4.0,MSRpar,22,25,2,4,1,3,0,0,8,6,1,1,0,1,-3,-2,-2,0,2,0,-1,0.5833333333333333,0.5,0.625,1.0,0.0,24,0.4067796610169492,0.306915138563303,1.0,7,0.3888888888888889,0.2687645260124252,1.0,11,0.44,0.2844135555722375,1.0,0,0.0,0.0,0.0,0,0.0,0.5,0.5,5,0.5,0.3551090997865423,1.0,1,1.0,1.0,1.0,4,0.4444444444444444,0.3397545545433648,1.0,0,0.0,1.0,1.0,0,0.0,1.0,1.0,12,0.5,0.3014197051234088,1.0,0.5,6,0.6666666666666666,0.45454545454545453,6,6,0.6666666666666666,0.6666666666666666,0.6666666666666669
"""I really liked him and I still do,"" Cohen Alon told the Herald yesterday.","And I really liked him, and I still do.",3.2,MSRpar,18,11,4,2,1,1,2,0,5,1,0,1,2,2,7,2,0,2,4,-1,0,0.4736842105263158,0.5,0.19999999999999996,0.0,1.0,33,0.6470588235294118,0.3937563733575195,1.0,9,0.45,0.29343134171565544,1.0,6,0.5454545454545454,0.3217387102062024,1.0,5,1.0,0.6,1.0,8,0.8,0.55,1.0,3,0.5,0.4246599118116146,1.0,0,0.0,1.0,1.0,2,0.4,0.36712590299277603,1.0,0,0.0,1.0,1.0,1,1.0,1.0,1.0,8,0.375,0.3258763227513228,1.0,0.375,3,0.5454545454545454,0.2857142857142857,3,5,0.375,1.0,1.0
"For the full 12-month period ending June 30, 2003, advanced services lines for ADSL increased by 37 percent and cable modem connections increased by 75 percent.","For the 12-month period ending June 30, high-speed lines installed in homes and businesses increased by 45 percent.",1.8,MSRpar,29,20,4,3,1,1,3,2,9,5,3,3,0,0,9,1,0,1,4,0,0,0.4666666666666667,0.5,0.30000000000000004,0.5,0.0,72,0.42105263157894735,0.2653164392087026,1.0,12,0.32432432432432434,0.28233963748669627,1.0,59,0.5221238938053098,0.2626919926222333,1.0,0,0.0,0.5,0.5,0,0.0,0.5,0.5,7,0.3684210526315789,0.3354027240952599,1.0,0,0.0,0.0,0.0,7,0.4666666666666667,0.33258909544731563,1.0,0,0.0,1.0,1.0,0,0.0,1.0,1.0,23,0.34782608695652173,0.198603607930531,1.0,0.34782608695652173,8,0.5161290322580645,0.14814814814814814,8,12,0.4444444444444444,0.6153846153846154,0.9375
The new research will be published soon in the Proceedings of the National Academy of Sciences.,It will appear in the next few weeks on the Web site of the Proceedings of the National Academy of Sciences.,3.4,MSRpar,17,22,2,1,0,0,1,0,4,5,2,4,1,0,-5,1,0,1,-1,-2,1,0.40909090909090906,0.0,0.5,0.19999999999999996,0.0,20,0.30303030303030304,0.34038669483873524,1.0,5,0.2631578947368421,0.31475381761096044,1.0,8,0.34782608695652173,0.2708827840627929,1.0,5,0.7142857142857143,0.5714285714285714,1.0,0,0.0,0.5,0.5,4,0.3076923076923077,0.31584010793892114,1.0,0,0.0,0.3333333333333333,0.3333333333333333,4,0.5,0.3153403014990808,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,13,0.3076923076923077,0.24619570244570246,1.0,0.3076923076923077,4,0.47058823529411764,0.25,4,5,0.5,0.4444444444444444,0.8888888888888888
"""I expect Japan to keep conducting intervention, but the volume is likely to fall sharply,"" said Junya Tanase, forex strategist at JP Morgan Chase.","Junya Tanase, forex strategist at JP Morgan Chase, said ""I expect Japan to keep conducting intervention, but the volume is likely to fall sharply.""",4.733,MSRpar,30,30,6,6,3,3,1,1,9,9,3,3,1,1,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,134,1.0,0.2845490005700127,1.0,82,1.0,0.2850225702685723,1.0,43,1.0,0.27654782932376915,1.0,2,1.0,0.75,1.0,5,1.0,0.6,1.0,13,1.0,0.35761538100201723,1.0,1,1.0,1.0,1.0,10,1.0,0.3383438424320777,1.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,17,1.0,0.19876703458018335,1.0,1.0,17,1.0,0.7777777777777778,9,16,1.0,1.0,0.5017301038062284
"The Sunshine Group LTD represented the developers, The Related Companies and Apollo Real Estate Advisors LP, on the deal.","The developers, The Related Cos. and Apollo Real Estate Advisors, hope sales top $1 billion.",1.6,MSRpar,22,19,2,2,1,1,1,0,8,5,3,3,0,0,3,0,0,1,3,0,0,0.4,0.0,0.30000000000000004,1.0,0.0,27,0.2076923076923077,0.26378895478086417,1.0,5,0.10204081632653061,0.2630252775287032,1.0,10,0.15384615384615385,0.24585277342815848,1.0,6,0.8571428571428571,0.5714285714285714,1.0,1,1.0,1.0,1.0,6,0.3333333333333333,0.27881123603287467,1.0,1,0.5,0.6666666666666666,1.0,5,0.3125,0.2717593191122603,1.0,0,0.0,1.0,1.0,0,0.0,1.0,1.0,19,0.3157894736842105,0.23654262404262405,1.0,0.3157894736842105,6,0.48,0.21052631578947367,6,10,0.46153846153846156,0.5,0.6923076923076924
State Education Commissioner Kent King said Wednesday that the scores on the Missouri Assessment Program tests disappointed him.,Missouri Education Commissioner Kent King said he was disappointed by the scores.,3.2,MSRpar,19,13,2,3,0,0,2,3,9,5,2,1,0,0,6,-1,0,-1,4,1,0,0.40909090909090906,0.25,0.5555555555555556,0.5,0.0,55,0.5851063829787234,0.2462881499537772,1.0,19,0.6333333333333333,0.2606150505840908,1.0,36,0.5714285714285714,0.24268747386943917,1.0,0,0.0,1.0,1.0,0,0.0,1.0,1.0,8,0.6153846153846154,0.3071376160212438,1.0,1,1.0,1.0,1.0,7,0.5833333333333334,0.29888925430721097,1.0,0,0.0,1.0,1.0,0,0.0,1.0,1.0,13,0.6153846153846154,0.31412497758651603,1.0,0.6153846153846154,8,0.7619047619047619,0.26666666666666666,6,7,0.6153846153846154,1.0,0.8653846153846154
"Agents found more than 1,000 credit cards and credit card duplicating machines during a search of Ragin's address.","When Ragin's address was raided, authorities found more than 1,000 credit cards and duplicating machines.",4.8,MSRpar,20,18,2,4,1,1,1,3,9,6,1,1,0,0,2,-2,0,-2,3,0,0,0.5416666666666667,0.5,0.5555555555555556,1.0,0.0,78,0.6902654867256637,0.2676846382279963,1.0,38,0.7755102040816326,0.2719520523395407,1.0,37,0.6166666666666667,0.2627245314506488,1.0,0,0.0,0.0,0.0,0,0.0,1.0,1.0,6,0.5,0.2973581729630348,1.0,0,0.0,1.0,1.0,6,0.5,0.2973581729630348,1.0,0,0.0,1.0,1.0,0,0.0,1.0,1.0,12,0.6666666666666666,0.29419363044363045,1.0,0.6666666666666667,8,0.8,0.46153846153846156,6,9,0.8,0.8,0.6458333333333333
"Lowe's, with about half as many stores, reported a 33 percent increase in third-quarter profit behind a 12 percent jump in same-store sales.",Home Depot reported a 22 percent jump in third-quarter profit behind a nearly 8 percent rise in same-store sales.,1.4,MSRpar,27,20,1,1,0,0,1,1,9,7,3,3,1,1,7,0,0,0,2,0,0,0.3666666666666667,1.0,0.36363636363636365,0.5,0.0,52,0.416,0.2862196525270012,1.0,23,0.5,0.2919824706845613,1.0,23,0.4107142857142857,0.26819791106777846,1.0,0,0.0,0.5,0.5,5,0.45454545454545453,0.5416666666666666,1.0,6,0.3157894736842105,0.2785839370936472,1.0,0,0.0,0.0,0.0,6,0.4,0.2785839370936472,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,21,0.38095238095238093,0.20721941253191253,1.0,0.38095238095238093,8,0.5517241379310345,0.16,8,9,0.5333333333333333,0.5714285714285714,0.84375
Caldera acquired the Unix server software of the original SCO and changed its name to the SCO Group.,"SCO changed its name to Tarantella, and Caldera later changed its name to the SCO Group.",2.6,MSRpar,19,18,2,3,0,0,2,2,7,5,2,0,0,2,1,-1,0,0,2,2,-2,0.47619047619047616,0.25,0.6666666666666667,0.0,0.0,41,0.5616438356164384,0.29446972084827855,1.0,21,0.75,0.31713331075575973,1.0,20,0.6666666666666666,0.2668305392081326,1.0,0,0.0,0.5,0.5,0,0.0,0.0,0.0,4,0.36363636363636365,0.33940738999562525,1.0,0,0.0,0.0,0.0,4,0.4444444444444444,0.33940738999562525,1.0,0,0.0,1.0,1.0,0,0.0,1.0,1.0,12,0.4166666666666667,0.2586754659481932,1.0,0.41666666666666663,5,0.5882352941176471,0.2857142857142857,5,7,0.5,0.7142857142857143,0.5818181818181818
"Two convicted killers and another inmate escaped from a state prison on a busy street Wednesday by cutting through a fence, a Corrections Department official said.",A convicted killer and two other inmates cut through two fences topped with razor wire and escaped from a state prison on a busy street.,3.5,MSRpar,28,26,3,4,1,0,2,4,10,8,2,2,0,0,2,-1,1,-2,2,0,0,0.34285714285714286,0.16666666666666663,0.19999999999999996,0.33333333333333337,0.0,127,0.6649214659685864,0.25203209951486427,1.0,58,0.6904761904761905,0.2502582520532347,1.0,54,0.6352941176470588,0.24344211476817645,1.0,6,0.6666666666666666,0.5535714285714286,1.0,0,0.0,1.0,1.0,10,0.47619047619047616,0.2985089792360945,1.0,1,0.5,0.6111111111111112,1.0,9,0.5,0.29507379097373165,1.0,0,0.0,1.0,1.0,0,0.0,1.0,1.0,21,0.47619047619047616,0.22629219364513484,1.0,0.47619047619047616,10,0.6451612903225806,0.2,8,14,0.5882352941176471,0.7142857142857143,0.7882352941176471
"""It is about a third of what I owe in the world,"" he told reporters.","It ain't coming to me, but it's only about a third of what I owe in the world.",3.75,MSRpar,19,22,3,4,2,4,1,0,2,2,2,1,0,3,-3,-1,-2,1,0,1,-3,0.3793103448275862,0.16666666666666663,0.33333333333333337,0.5,0.0,20,0.38461538461538464,0.2840430804927979,1.0,3,0.09375,0.2661672292354111,1.0,14,0.8235294117647058,0.2929574143861901,1.0,0,0.0,1.0,1.0,1,1.0,1.0,1.0,3,0.5,0.4314623721387237,1.0,1,1.0,1.0,1.0,2,0.4,0.3840842364836173,1.0,0,0.0,1.0,1.0,0,0.0,1.0,1.0,7,0.42857142857142855,0.2816825396825397,1.0,0.4285714285714286,3,0.6,0.3333333333333333,3,4,0.6,0.6,0.6
"Officers threw him to the ground and handcuffed him, and Reyna dropped a knee into his back, according to testimony.","That's when officers threw him to the ground and handcuffed him, according to testimony.",3.25,MSRpar,23,17,4,4,1,2,3,2,6,3,0,0,0,0,6,0,-1,1,3,0,0,0.5454545454545454,0.6,0.5,0.0,0.0,65,0.5078125,0.2626064022689258,1.0,38,0.5428571428571428,0.2549843014128728,1.0,27,0.5510204081632653,0.2779312611329476,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,5,0.5,0.31122651857945977,1.0,0,0.0,0.0,0.0,5,0.5555555555555556,0.31122651857945977,1.0,0,0.0,1.0,1.0,0,0.0,1.0,1.0,11,0.5454545454545454,0.2712012194155051,1.0,0.5454545454545454,6,0.7058823529411765,0.36363636363636365,6,5,0.6,0.8571428571428571,0.8333333333333335
"The best-performing stock was Altria Group Inc., which rose more than 27 percent to close at $42.31 a share.","Altria Group Inc. MO.N fell 50 cents, or 1.2 percent, to $41.81.",1.75,MSRpar,22,16,3,2,0,1,2,1,5,5,3,0,0,0,6,1,-1,1,0,3,0,0.19354838709677424,0.0,0.25,0.0,0.0,7,0.04430379746835443,0.2626333647812503,1.0,2,0.024096385542168676,0.26449047120003005,1.0,5,0.09803921568627451,0.23874422739872575,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0.23076923076923078,0.3708044789156921,1.0,0,0.0,1.0,1.0,3,0.23076923076923078,0.3708044789156921,1.0,0,0.0,1.0,1.0,0,0.0,1.0,1.0,17,0.23529411764705882,0.13797452547452546,1.0,0.23529411764705888,4,0.38095238095238093,0.11764705882352941,4,9,0.36363636363636365,0.4,0.8409090909090908
"Officials are trying to retrieve the bodies from the water,"" police officer J.D. Tambe told Reuters, adding 26 of the dead were women.","Officials are trying to retrieve the bodies from the water,"" police official J.D. Tambe told Reuters.",3.0,MSRpar,28,20,6,5,3,3,2,1,8,6,2,1,0,0,8,1,0,1,2,1,0,0.6153846153846154,0.5714285714285714,0.75,0.0,0.0,54,0.5806451612903226,0.2911495468698691,1.0,27,0.7941176470588235,0.24321590220763614,1.0,22,0.6470588235294118,0.3284861863704992,1.0,2,0.5,0.625,1.0,0,0.0,0.0,0.0,7,0.5833333333333334,0.3580563857226211,1.0,1,1.0,1.0,1.0,6,0.5454545454545454,0.34832996732447896,1.0,0,0.0,1.0,1.0,0,0.0,1.0,1.0,15,0.6666666666666666,0.20575385893567713,1.0,0.6666666666666667,10,0.8,0.5,10,5,0.6666666666666666,1.0,1.0
"According to market research from The NPD Group, the number of people downloading music dropped from 14.5 million in April to 10.4 million in June.","The number of households acquiring music fell from a high of 14.5 million in April to 12.7 million in May and 10.4 million in June, according to NPD.",3.5,MSRpar,27,30,3,3,2,2,1,1,9,6,0,1,0,0,-3,0,0,0,3,-1,0,0.5333333333333333,0.19999999999999996,0.5,0.0,0.0,35,0.2229299363057325,0.27330365550662167,1.0,9,0.10843373493975904,0.2732968090110947,1.0,24,0.4,0.27091183769046256,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,7,0.3888888888888889,0.37972481310951567,1.0,0,0.0,0.3333333333333333,0.3333333333333333,6,0.4,0.37450768849938565,1.0,0,0.0,1.0,1.0,0,0.0,1.0,1.0,21,0.42857142857142855,0.1716382473735415,1.0,0.4285714285714286,9,0.6,0.14814814814814814,8,14,0.6,0.6,0.6601307189542484
"""This is an easy case in my view and wholly without merit, both factually and legally.""","""This case is wholly without merit, both factually and legally,"" Judge Denny Chin scoffed.",3.25,MSRpar,20,19,1,1,1,1,0,0,3,6,1,0,3,3,1,0,0,0,-3,1,0,0.6086956521739131,1.0,0.2857142857142857,0.0,1.0,29,0.4142857142857143,0.28536338162090347,1.0,3,0.21428571428571427,0.295312431676068,1.0,22,0.5945945945945946,0.275332753590515,1.0,0,0.0,0.0,0.0,4,0.5714285714285714,0.5714285714285714,1.0,5,0.5,0.46978021978021983,1.0,0,0.0,1.0,1.0,2,0.3333333333333333,0.3516483516483516,1.0,0,0.0,0.0,0.0,3,1.0,0.6666666666666666,1.0,12,0.5,0.22156700937950938,1.0,0.5,6,0.6666666666666666,0.3333333333333333,6,6,0.75,0.6,0.8166666666666665
"The tech-laced Nasdaq Composite Index gained 2.90 points, or 0.18 percent, to 1,606.87.","At 12:10 p.m. EDT, Canada's benchmark S&P/TSX composite index was up 6.87 points or 0.1 per cent to 6,979.29.",0.5,MSRpar,16,24,1,1,0,0,1,1,4,9,2,1,0,1,-8,0,0,0,-5,1,-1,0.21875,0.0,0.18181818181818177,0.5,0.0,52,0.6842105263157895,0.2653137676514743,1.0,17,0.6538461538461539,0.2573464494278974,1.0,33,0.6875,0.2665666261314035,1.0,1,1.0,1.0,1.0,0,0.0,1.0,1.0,3,0.3,0.3292307596984731,1.0,0,0.0,1.0,1.0,3,0.3,0.3292307596984731,1.0,0,0.0,1.0,1.0,0,0.0,1.0,1.0,21,0.14285714285714285,0.16173683459397745,1.0,0.1428571428571429,3,0.25,0.047619047619047616,3,12,0.3,0.21428571428571427,0.7380952380952381
